feature1,feature2,feature3,feature4,label
10,81,92,174,1
224,206,78,206,0
192,168,189,18,1
180,199,230,187,0
172,29,151,3,1
153,121,141,215,0
10,58,152,85,1
91,171,10,104,0
192,168,102,140,1
17,53,199,65,0
192,168,140,102,1
201,101,12,192,0
192,168,244,244,1
55,18,127,31,0
192,168,136,186,1
76,219,73,254,0
10,218,196,114,1
4,30,253,202,0
192,168,248,205,1
111,49,194,88,0
192,168,215,227,1
212,188,102,135,0
192,168,106,200,1
237,58,9,230,0
192,168,223,68,1
245,72,36,111,0
10,39,52,140,1
16,115,44,192,0
10,206,147,208,1
200,190,161,114,0
10,150,70,28,1
26,225,237,151,0
172,30,202,8,1
208,16,4,25,0
192,168,133,115,1
222,50,210,174,0
192,168,164,35,1
159,152,183,115,0
10,199,109,11,1
80,56,73,204,0
10,246,215,184,1
211,249,235,114,0
172,31,147,39,1
51,72,31,29,0
192,168,160,242,1
20,79,52,141,0
10,64,182,175,1
77,216,244,92,0
172,26,121,254,1
70,160,46,243,0
192,168,57,255,1
89,255,194,131,0
192,168,39,130,1
146,49,74,210,0
172,16,64,65,1
95,155,205,114,0
192,168,133,99,1
99,16,0,220,0
192,168,88,176,1
246,3,77,154,0
10,122,28,15,1
49,96,108,15,0
192,168,241,98,1
227,156,190,59,0
10,175,31,87,1
85,213,103,85,0
192,168,75,248,1
100,53,92,15,0
172,26,28,129,1
14,187,100,228,0
10,56,39,108,1
222,21,4,64,0
192,168,216,103,1
119,68,180,237,0
172,21,8,70,1
50,13,233,240,0
192,168,154,60,1
161,21,175,107,0
10,98,204,93,1
237,78,243,252,0
172,27,180,40,1
166,146,15,156,0
172,30,207,158,1
160,61,101,3,0
10,114,177,236,1
194,2,176,35,0
172,31,111,36,1
166,244,14,112,0
10,26,51,103,1
8,27,215,102,0
10,104,53,193,1
126,156,214,162,0
192,168,41,82,1
141,33,214,176,0
172,30,143,4,1
202,101,160,81,0
172,28,54,185,1
126,166,7,141,0
192,168,61,38,1
226,19,178,43,0
172,20,18,241,1
180,222,96,225,0
192,168,84,55,1
255,140,68,223,0
10,22,238,228,1
97,221,224,191,0
10,188,81,251,1
43,11,187,97,0
10,169,73,159,1
93,199,232,157,0
192,168,236,5,1
242,244,247,53,0
192,168,188,55,1
49,54,214,17,0
172,25,89,121,1
123,78,45,13,0
172,26,115,65,1
72,62,179,81,0
172,22,162,76,1
78,157,111,132,0
192,168,197,196,1
36,175,41,57,0
10,145,74,120,1
57,187,15,172,0
10,141,159,88,1
203,224,231,66,0
192,168,78,88,1
198,54,196,150,0
192,168,137,246,1
181,28,176,101,0
172,30,241,211,1
224,80,36,30,0
172,29,89,252,1
47,177,46,175,0
172,24,250,138,1
170,203,74,223,0
172,28,255,140,1
16,96,229,122,0
172,17,120,165,1
124,240,115,182,0
10,138,128,25,1
83,6,82,193,0
10,245,92,160,1
50,195,197,144,0
172,23,11,97,1
125,17,220,12,0
172,22,221,176,1
151,23,136,241,0
192,168,47,191,1
128,111,64,93,0
172,27,78,133,1
139,98,113,37,0
192,168,110,168,1
126,103,204,30,0
172,31,58,194,1
47,29,14,141,0
172,18,133,143,1
62,7,217,175,0
192,168,225,70,1
88,209,253,179,0
192,168,211,113,1
168,226,101,220,0
172,21,185,153,1
47,113,164,233,0
172,20,169,27,1
227,203,76,239,0
10,160,245,93,1
122,125,9,55,0
172,28,68,143,1
230,61,170,226,0
192,168,207,49,1
229,205,9,249,0
192,168,127,29,1
98,253,34,35,0
10,217,191,29,1
5,178,71,121,0
10,228,99,82,1
114,39,141,77,0
192,168,223,109,1
20,211,129,123,0
10,87,141,246,1
163,110,222,198,0
172,25,53,75,1
249,72,70,97,0
10,130,161,122,1
238,45,48,199,0
172,30,89,180,1
236,146,101,154,0
10,46,134,144,1
117,188,191,211,0
172,22,130,149,1
86,243,230,124,0
192,168,82,209,1
246,234,183,121,0
192,168,91,16,1
191,196,146,101,0
10,231,170,32,1
156,0,224,40,0
172,21,197,0,1
115,207,117,223,0
10,5,29,119,1
147,209,175,247,0
172,24,160,34,1
105,63,242,250,0
10,150,208,138,1
218,248,237,196,0
192,168,109,146,1
95,187,186,18,0
172,17,25,119,1
232,157,62,247,0
192,168,93,82,1
35,105,17,20,0
172,21,191,18,1
158,109,60,204,0
10,253,12,253,1
144,228,42,144,0
172,22,209,63,1
79,43,170,75,0
10,254,82,161,1
229,12,156,123,0
10,210,111,60,1
31,6,136,17,0
192,168,230,129,1
218,159,195,243,0
172,31,54,251,1
246,188,148,218,0
10,21,148,185,1
204,121,113,177,0
172,29,133,136,1
203,17,170,252,0
10,180,41,150,1
51,76,10,218,0
192,168,7,207,1
159,28,113,193,0
10,40,227,26,1
135,60,244,67,0
172,22,100,50,1
165,78,239,234,0
192,168,107,0,1
147,18,219,108,0
10,111,126,173,1
55,77,131,168,0
172,26,222,107,1
87,123,118,212,0
172,24,178,196,1
135,251,236,10,0
172,26,84,134,1
247,74,149,222,0
192,168,17,200,1
182,208,229,123,0
10,40,158,215,1
163,223,124,249,0
192,168,170,190,1
93,117,152,65,0
10,238,110,147,1
209,69,73,131,0
10,11,161,23,1
125,157,251,27,0
192,168,2,9,1
79,143,132,249,0
172,31,120,193,1
92,154,89,113,0
172,30,239,38,1
185,174,244,185,0
172,29,163,61,1
150,81,89,96,0
192,168,14,177,1
96,69,131,249,0
172,27,212,48,1
214,105,132,10,0
172,16,126,113,1
158,206,34,82,0
192,168,164,140,1
197,118,234,53,0
172,24,47,188,1
148,51,81,75,0
10,70,19,6,1
15,96,180,112,0
10,61,181,238,1
74,101,105,134,0
192,168,193,40,1
249,60,68,174,0
10,114,78,2,1
97,81,234,38,0
192,168,200,206,1
190,96,104,47,0
10,100,25,75,1
203,124,146,252,0
192,168,81,105,1
64,188,213,232,0
192,168,120,19,1
87,125,55,167,0
10,35,77,88,1
45,221,48,235,0
10,1,59,103,1
94,69,160,42,0
172,21,77,95,1
1,229,151,100,0
10,47,157,146,1
66,224,148,79,0
192,168,181,72,1
255,221,246,166,0
172,17,9,24,1
27,179,60,9,0
192,168,64,228,1
24,117,84,88,0
10,135,179,219,1
83,74,145,48,0
10,34,133,216,1
253,196,209,75,0
10,2,6,94,1
182,178,71,97,0
192,168,236,15,1
170,49,43,83,0
172,31,46,77,1
15,225,65,83,0
10,88,244,185,1
20,202,63,34,0
172,21,174,253,1
188,23,40,212,0
192,168,1,2,1
73,238,45,86,0
192,168,145,166,1
240,178,215,209,0
10,63,234,173,1
42,192,36,68,0
10,48,32,66,1
49,129,160,83,0
172,24,157,212,1
148,7,223,89,0
10,93,14,214,1
232,41,235,192,0
172,24,143,205,1
177,93,161,141,0
10,101,30,31,1
241,248,55,237,0
10,97,183,207,1
174,95,10,255,0
10,108,204,120,1
123,209,195,70,0
192,168,192,12,1
231,171,135,222,0
192,168,45,16,1
144,12,79,100,0
172,21,188,105,1
137,74,23,239,0
10,151,70,245,1
156,161,33,90,0
172,25,40,76,1
178,1,129,101,0
172,27,97,251,1
21,137,94,84,0
192,168,238,245,1
42,115,128,244,0
192,168,98,7,1
137,155,254,35,0
172,25,190,128,1
101,144,112,186,0
192,168,118,20,1
13,75,122,227,0
192,168,53,238,1
105,60,23,86,0
10,145,172,241,1
1,15,244,150,0
10,201,200,157,1
91,69,177,125,0
172,25,37,205,1
163,80,30,206,0
172,20,192,88,1
132,167,128,204,0
192,168,107,106,1
157,94,172,51,0
172,23,35,116,1
177,246,86,46,0
192,168,111,209,1
165,96,33,183,0
172,23,183,177,1
198,13,226,50,0
192,168,209,199,1
147,174,42,10,0
192,168,66,244,1
150,175,252,201,0
10,65,8,224,1
159,208,161,97,0
192,168,254,100,1
168,62,230,239,0
10,158,140,214,1
107,103,90,110,0
192,168,6,217,1
88,80,99,123,0
172,27,64,228,1
47,222,186,17,0
10,232,162,77,1
245,88,228,55,0
192,168,216,175,1
212,223,105,51,0
172,16,97,157,1
175,239,0,238,0
172,22,82,247,1
219,148,155,35,0
10,120,56,202,1
191,41,119,41,0
10,152,126,94,1
23,99,99,172,0
10,228,195,29,1
89,69,2,80,0
10,244,90,38,1
173,244,21,166,0
10,8,137,29,1
20,67,149,106,0
192,168,13,128,1
99,187,109,245,0
192,168,8,152,1
67,35,57,252,0
192,168,48,102,1
72,23,71,12,0
172,28,27,35,1
111,101,41,85,0
192,168,228,1,1
24,60,11,189,0
172,20,19,37,1
120,58,90,222,0
172,20,161,77,1
105,222,4,41,0
10,134,107,143,1
67,231,250,18,0
10,96,227,145,1
224,179,213,116,0
172,24,133,203,1
207,143,87,83,0
172,22,37,73,1
139,196,233,155,0
172,21,120,40,1
82,75,93,91,0
10,211,57,135,1
30,57,218,148,0
192,168,13,97,1
6,101,7,102,0
192,168,194,229,1
194,17,200,72,0
192,168,43,31,1
82,21,253,33,0
192,168,173,145,1
184,104,248,95,0
192,168,100,216,1
154,112,3,46,0
192,168,103,149,1
28,124,131,0,0
10,88,92,104,1
130,50,230,48,0
192,168,60,138,1
152,107,156,14,0
172,22,128,218,1
84,11,130,50,0
10,32,223,47,1
78,11,135,113,0
192,168,45,6,1
129,42,142,143,0
10,139,247,220,1
134,138,71,10,0
192,168,177,228,1
121,180,147,15,0
192,168,234,121,1
235,166,169,137,0
10,88,170,216,1
254,230,13,151,0
10,243,43,108,1
105,157,195,35,0
192,168,136,238,1
214,151,227,108,0
10,224,251,53,1
185,242,238,120,0
10,19,203,80,1
161,208,13,146,0
192,168,50,169,1
221,141,224,25,0
192,168,185,231,1
51,29,20,61,0
10,96,24,194,1
182,235,10,150,0
172,22,171,162,1
88,244,189,96,0
192,168,98,250,1
180,77,61,116,0
192,168,58,81,1
223,88,46,123,0
192,168,189,231,1
77,243,86,182,0
10,87,35,212,1
4,178,174,46,0
10,127,49,245,1
220,134,226,7,0
192,168,192,44,1
81,10,24,14,0
10,207,105,120,1
253,105,105,254,0
192,168,189,114,1
166,37,65,61,0
192,168,231,3,1
142,114,35,123,0
172,22,16,183,1
155,79,35,220,0
10,8,241,149,1
87,51,173,199,0
192,168,40,77,1
97,147,114,185,0
192,168,107,196,1
174,252,29,214,0
192,168,194,108,1
180,65,31,136,0
192,168,192,52,1
188,53,76,150,0
192,168,99,91,1
208,245,253,30,0
192,168,145,153,1
189,144,2,248,0
172,30,33,196,1
161,70,13,243,0
172,29,185,91,1
155,111,59,169,0
172,26,124,239,1
161,184,59,22,0
172,27,251,175,1
31,113,243,118,0
192,168,105,40,1
35,249,189,66,0
172,24,44,30,1
4,226,200,225,0
10,203,147,65,1
71,145,174,224,0
10,209,110,23,1
69,248,172,89,0
172,27,212,7,1
155,202,78,91,0
10,40,42,108,1
242,193,233,97,0
172,24,205,150,1
136,49,78,124,0
192,168,193,255,1
190,82,170,220,0
172,23,63,231,1
214,22,241,172,0
172,22,238,133,1
85,98,225,210,0
10,184,70,187,1
199,212,95,152,0
10,221,104,14,1
137,195,11,34,0
10,229,126,70,1
61,11,222,114,0
172,26,173,81,1
108,19,149,137,0
10,175,250,92,1
219,70,176,170,0
192,168,172,246,1
118,136,165,26,0
172,25,161,153,1
154,130,46,107,0
10,195,209,228,1
56,135,216,42,0
172,18,154,161,1
99,147,17,215,0
192,168,191,244,1
250,202,4,80,0
192,168,56,76,1
253,165,104,164,0
192,168,211,148,1
185,232,230,20,0
172,30,173,91,1
197,49,18,20,0
172,21,62,144,1
86,6,1,120,0
192,168,44,200,1
200,154,85,67,0
172,18,0,125,1
107,141,2,158,0
10,159,22,87,1
228,70,117,33,0
172,20,32,153,1
177,141,236,217,0
10,157,138,56,1
55,180,129,142,0
192,168,134,112,1
65,87,139,28,0
10,40,59,123,1
189,94,27,34,0
10,9,113,52,1
220,8,201,87,0
172,24,145,89,1
232,93,193,47,0
172,21,138,42,1
198,115,195,211,0
10,7,23,199,1
96,8,208,85,0
10,171,201,108,1
88,129,254,134,0
10,203,72,24,1
120,13,140,112,0
192,168,49,133,1
23,11,149,75,0
172,19,118,21,1
196,8,154,76,0
10,165,142,191,1
146,63,81,130,0
172,21,111,74,1
4,2,120,127,0
172,21,83,186,1
174,152,103,244,0
172,31,211,179,1
58,213,93,58,0
10,126,98,1,1
174,20,245,86,0
10,195,247,74,1
249,107,71,219,0
172,18,211,106,1
195,211,40,188,0
10,9,251,193,1
152,51,36,156,0
172,26,86,234,1
65,4,176,131,0
10,213,173,101,1
175,55,85,43,0
172,23,75,153,1
46,216,225,207,0
192,168,244,236,1
69,151,71,76,0
192,168,147,186,1
80,192,100,207,0
192,168,52,184,1
218,227,113,253,0
172,16,28,67,1
201,122,72,208,0
192,168,221,93,1
146,164,103,58,0
172,26,134,145,1
115,194,5,6,0
192,168,197,115,1
143,14,73,135,0
172,24,225,213,1
188,121,70,211,0
10,69,151,241,1
107,15,64,194,0
172,23,216,207,1
206,62,118,34,0
10,36,149,42,1
142,177,197,197,0
172,25,15,137,1
34,160,227,13,0
192,168,116,52,1
60,119,0,202,0
10,187,140,146,1
86,176,225,79,0
10,25,191,30,1
140,128,17,177,0
192,168,16,65,1
155,65,247,113,0
192,168,116,55,1
20,223,122,106,0
10,133,32,231,1
179,175,202,71,0
192,168,78,165,1
49,34,105,206,0
172,24,211,190,1
80,146,246,152,0
10,228,83,2,1
25,195,30,3,0
172,23,68,211,1
54,117,165,186,0
172,25,197,60,1
62,69,238,29,0
192,168,125,142,1
104,27,86,52,0
10,221,198,35,1
63,104,243,197,0
192,168,252,63,1
76,227,228,233,0
192,168,248,150,1
152,135,60,159,0
192,168,205,198,1
146,102,159,28,0
10,50,189,137,1
116,241,72,149,0
192,168,238,145,1
70,163,12,51,0
172,26,146,220,1
244,137,62,103,0
172,24,85,20,1
142,214,194,55,0
192,168,135,101,1
217,2,59,113,0
192,168,195,183,1
223,9,202,28,0
172,22,245,108,1
199,252,87,168,0
10,138,128,87,1
29,147,77,160,0
172,30,20,52,1
191,193,93,52,0
10,3,232,201,1
185,177,223,136,0
172,22,178,132,1
133,104,23,110,0
10,200,124,231,1
219,39,9,231,0
10,123,56,59,1
226,143,3,248,0
192,168,109,196,1
178,199,126,124,0
192,168,226,114,1
32,73,227,216,0
172,30,243,105,1
251,8,23,248,0
192,168,96,188,1
61,145,248,113,0
172,16,237,208,1
151,143,40,7,0
192,168,217,140,1
27,201,22,221,0
10,40,122,215,1
191,92,110,110,0
10,59,74,109,1
163,15,117,102,0
192,168,25,175,1
96,12,40,81,0
172,24,111,166,1
147,169,182,210,0
172,31,235,104,1
48,44,59,218,0
172,29,51,196,1
96,97,171,133,0
10,104,220,107,1
225,217,53,3,0
192,168,173,190,1
224,239,194,165,0
172,26,127,72,1
104,162,194,16,0
10,7,169,97,1
208,163,28,81,0
10,185,97,169,1
248,15,14,19,0
10,132,186,224,1
57,62,226,154,0
192,168,175,150,1
41,247,234,234,0
192,168,170,78,1
179,34,44,137,0
10,99,111,95,1
14,108,164,92,0
192,168,215,254,1
56,195,174,158,0
10,110,103,137,1
140,119,250,98,0
192,168,132,145,1
51,127,184,142,0
10,214,122,209,1
97,59,161,92,0
172,20,243,16,1
23,87,241,51,0
192,168,30,82,1
91,228,90,97,0
172,29,86,233,1
78,77,137,193,0
192,168,154,170,1
57,177,164,95,0
172,21,139,193,1
134,51,195,93,0
10,38,8,81,1
107,43,65,73,0
172,26,123,168,1
83,83,16,237,0
192,168,21,187,1
181,59,82,134,0
172,21,114,54,1
254,239,49,224,0
192,168,252,84,1
82,155,52,143,0
10,35,20,224,1
136,243,142,84,0
192,168,251,145,1
78,170,85,231,0
192,168,67,154,1
78,252,246,158,0
10,151,231,236,1
226,205,63,50,0
192,168,251,117,1
19,77,50,128,0
10,57,204,159,1
85,203,119,252,0
172,17,65,143,1
75,125,228,31,0
10,191,207,60,1
168,87,223,125,0
10,78,145,246,1
236,124,151,76,0
10,157,17,202,1
37,184,224,190,0
10,150,172,175,1
165,94,48,128,0
10,216,88,20,1
131,217,208,162,0
192,168,185,130,1
121,186,75,14,0
10,54,248,244,1
135,31,171,145,0
172,16,239,88,1
55,174,135,63,0
172,16,16,209,1
56,16,147,246,0
192,168,35,11,1
212,44,94,138,0
10,142,77,25,1
109,101,39,1,0
10,246,121,23,1
25,96,193,110,0
10,162,190,44,1
217,30,89,127,0
172,19,105,181,1
119,134,119,194,0
172,31,136,249,1
229,255,148,193,0
192,168,234,86,1
17,199,139,244,0
10,192,133,182,1
86,229,149,173,0
10,81,51,9,1
180,151,4,22,0
10,118,61,64,1
189,71,102,45,0
192,168,100,39,1
68,219,126,146,0
10,14,191,161,1
106,159,164,190,0
172,29,13,235,1
16,63,55,37,0
10,252,14,172,1
185,9,181,60,0
172,16,106,114,1
195,109,194,142,0
172,25,85,59,1
72,69,161,133,0
192,168,12,178,1
174,156,19,122,0
172,17,220,103,1
14,35,72,204,0
10,255,214,219,1
145,141,128,26,0
192,168,236,18,1
246,198,53,120,0
192,168,210,97,1
36,222,77,112,0
172,30,164,87,1
20,183,42,202,0
10,160,142,79,1
9,31,246,81,0
10,249,14,73,1
76,71,123,18,0
172,19,90,144,1
155,175,78,159,0
192,168,245,133,1
0,253,37,167,0
10,72,105,245,1
189,168,73,131,0
172,29,106,38,1
223,28,199,105,0
192,168,145,203,1
21,155,43,119,0
10,93,82,199,1
56,156,200,72,0
192,168,205,120,1
180,205,101,248,0
172,24,177,232,1
255,181,106,176,0
10,116,160,146,1
14,108,72,48,0
10,15,87,144,1
246,8,77,226,0
10,226,115,3,1
106,183,252,153,0
172,24,57,133,1
218,169,173,7,0
172,28,137,211,1
99,94,157,242,0
10,211,1,65,1
44,124,160,195,0
10,115,162,1,1
51,163,51,147,0
10,173,115,95,1
9,160,128,131,0
10,104,116,177,1
38,78,56,151,0
172,27,37,112,1
25,229,206,209,0
172,23,236,140,1
182,145,106,176,0
172,19,244,83,1
9,18,205,63,0
192,168,143,196,1
223,9,76,132,0
192,168,225,193,1
26,144,181,59,0
10,63,12,236,1
114,201,28,169,0
10,65,78,201,1
47,245,208,196,0
172,17,137,113,1
132,141,70,248,0
192,168,1,28,1
98,81,232,34,0
10,115,251,8,1
116,229,242,32,0
172,21,24,229,1
164,78,140,34,0
10,93,176,160,1
33,230,211,115,0
10,98,187,52,1
83,61,226,186,0
172,18,62,101,1
155,117,193,96,0
192,168,147,133,1
210,58,19,78,0
10,187,111,95,1
49,156,29,177,0
172,23,24,194,1
222,253,148,250,0
192,168,251,36,1
109,93,114,13,0
192,168,57,34,1
24,83,146,31,0
10,105,90,24,1
252,168,198,180,0
10,18,176,4,1
249,46,166,2,0
192,168,63,14,1
100,162,55,76,0
10,209,33,18,1
134,52,156,58,0
192,168,47,86,1
223,28,106,26,0
172,31,0,185,1
43,133,25,167,0
172,25,5,54,1
85,203,170,176,0
172,26,69,239,1
32,112,90,155,0
172,30,37,74,1
110,145,82,112,0
10,68,161,44,1
76,46,15,222,0
10,185,245,76,1
211,247,219,71,0
10,23,202,12,1
167,175,132,171,0
10,212,220,204,1
202,15,120,102,0
192,168,254,186,1
236,1,119,177,0
172,19,202,138,1
109,121,76,247,0
192,168,91,133,1
48,95,124,4,0
192,168,246,163,1
148,13,80,68,0
10,25,190,88,1
238,186,147,10,0
172,20,160,12,1
241,207,12,243,0
192,168,189,173,1
132,97,214,181,0
192,168,19,179,1
70,30,175,88,0
192,168,85,183,1
69,20,34,168,0
192,168,193,52,1
32,56,227,117,0
10,97,28,161,1
188,205,36,135,0
172,16,244,65,1
75,240,49,143,0
10,225,185,225,1
37,149,225,227,0
172,30,143,165,1
228,5,76,92,0
10,165,54,6,1
92,158,118,155,0
192,168,136,218,1
206,240,140,134,0
10,251,29,172,1
5,50,77,207,0
10,79,108,165,1
115,3,123,191,0
192,168,179,108,1
145,245,74,142,0
192,168,21,20,1
180,148,16,74,0
172,21,99,102,1
20,248,11,159,0
10,234,5,220,1
138,175,24,176,0
192,168,94,64,1
138,38,84,251,0
10,30,250,118,1
19,87,191,205,0
172,31,49,70,1
21,100,84,143,0
192,168,221,25,1
235,34,46,12,0
172,29,24,176,1
160,7,38,96,0
172,28,231,94,1
58,189,135,141,0
10,41,19,22,1
230,51,140,212,0
172,28,76,133,1
65,125,252,34,0
192,168,233,36,1
2,125,246,54,0
10,177,1,94,1
153,203,193,121,0
10,57,133,171,1
176,227,28,151,0
172,29,64,10,1
55,77,200,216,0
172,18,44,68,1
39,12,8,193,0
192,168,154,207,1
21,197,111,18,0
192,168,165,221,1
71,206,131,159,0
192,168,31,79,1
166,203,145,130,0
192,168,213,254,1
82,91,19,70,0
172,17,104,69,1
236,212,60,213,0
10,164,29,116,1
57,207,238,144,0
192,168,228,229,1
48,229,167,88,0
172,26,106,18,1
156,49,71,101,0
172,27,14,142,1
12,157,171,198,0
10,17,37,108,1
93,173,68,18,0
172,18,180,72,1
20,118,157,141,0
172,22,105,240,1
204,79,95,38,0
192,168,114,174,1
79,63,76,140,0
172,27,14,214,1
203,45,65,111,0
192,168,37,98,1
219,253,182,215,0
172,27,75,100,1
173,206,132,140,0
192,168,208,29,1
241,44,202,160,0
192,168,177,173,1
26,52,148,227,0
10,88,115,59,1
5,126,103,15,0
172,22,130,136,1
175,183,171,211,0
172,18,13,76,1
160,8,81,45,0
192,168,170,234,1
176,102,11,174,0
192,168,147,225,1
248,169,78,166,0
172,19,53,241,1
104,10,60,242,0
172,18,62,3,1
254,134,33,42,0
172,30,62,51,1
250,159,152,195,0
10,92,47,70,1
84,130,163,252,0
192,168,159,145,1
114,60,216,208,0
10,118,241,119,1
233,115,130,5,0
172,21,93,183,1
194,223,154,37,0
172,26,18,153,1
203,179,46,213,0
10,74,80,173,1
128,238,145,50,0
10,107,204,198,1
197,174,0,9,0
192,168,7,14,1
165,186,17,159,0
192,168,84,221,1
204,145,196,74,0
172,18,161,69,1
104,176,91,234,0
172,28,177,204,1
3,232,105,176,0
192,168,244,239,1
175,210,255,145,0
172,17,92,115,1
51,112,149,96,0
10,40,78,255,1
32,50,209,62,0
172,23,129,148,1
160,166,55,242,0
172,24,84,69,1
25,136,200,52,0
10,230,182,84,1
155,18,70,21,0
172,17,234,221,1
147,225,150,42,0
192,168,206,238,1
63,174,57,156,0
172,20,141,126,1
30,53,180,138,0
172,24,219,60,1
46,176,8,250,0
10,147,29,133,1
40,161,5,177,0
10,170,71,48,1
145,66,41,174,0
10,99,121,117,1
78,75,115,36,0
192,168,144,16,1
184,31,179,167,0
10,84,130,245,1
33,61,220,23,0
192,168,119,181,1
28,60,24,78,0
192,168,240,152,1
132,121,227,133,0
172,20,162,45,1
114,225,224,160,0
10,143,68,3,1
242,35,90,51,0
192,168,60,126,1
213,7,56,203,0
10,127,140,215,1
251,77,65,232,0
172,22,4,82,1
131,215,91,96,0
172,30,235,155,1
106,101,62,16,0
192,168,77,45,1
158,58,132,81,0
192,168,152,21,1
28,141,50,253,0
172,20,186,64,1
188,83,190,232,0
192,168,146,141,1
59,51,184,219,0
172,22,244,75,1
91,197,119,144,0
192,168,15,126,1
74,98,158,244,0
172,21,52,17,1
92,192,99,231,0
10,170,141,55,1
7,150,78,89,0
172,22,145,62,1
54,64,177,204,0
192,168,226,210,1
3,167,112,55,0
172,16,75,140,1
180,187,72,39,0
192,168,152,112,1
237,152,28,115,0
10,88,238,209,1
104,57,191,56,0
192,168,115,242,1
29,92,221,209,0
172,31,202,241,1
194,244,21,206,0
10,89,47,119,1
190,212,19,155,0
172,17,6,41,1
89,13,57,39,0
10,207,205,47,1
197,162,165,209,0
10,148,241,222,1
242,122,96,24,0
10,15,102,92,1
131,124,137,138,0
172,16,209,220,1
252,161,1,115,0
172,17,241,5,1
249,101,205,126,0
172,28,245,197,1
111,150,138,24,0
172,31,215,225,1
142,149,68,60,0
192,168,37,149,1
26,34,76,186,0
10,60,43,255,1
81,158,36,14,0
192,168,182,215,1
149,232,132,192,0
192,168,47,9,1
42,126,126,102,0
192,168,79,209,1
141,139,196,181,0
172,16,239,110,1
